country,Population,date,HighestInfectionCount,PercentPopulationInfected
United Kingdom,68179315,2021-01-06,2918112,4.280054735
Japan,124997585,2021-01-06,258393,0.2067183938
India,1425423209,2021-01-07,10395278,0.729276606
United States,341534041,2021-01-07,21118972,6.183562827
Russia,145579889,2021-01-07,3332142,2.288875217
Mexico,128613116,2021-01-07,1575890,1.225294938
China,1425179562,2021-01-07,97306,0.006827630889
United Kingdom,68179315,2021-01-07,2984750,4.377794057
Japan,124997585,2021-01-07,265299,0.2122433005
United Kingdom,68179315,2021-01-08,3043534,4.464013755
Russia,145579889,2021-01-08,3355794,2.305121966
India,1425423209,2021-01-08,10413417,0.7305491404
China,1425179562,2021-01-08,97387,0.006833314383
Japan,124997585,2021-01-08,273154,0.2185274219
Mexico,128613116,2021-01-08,1594299,1.239608408
United States,341534041,2021-01-08,21376722,6.259031146
India,1425423209,2021-01-09,10431639,0.7318274976
China,1425179562,2021-01-09,97518,0.006842506208
United Kingdom,68179315,2021-01-09,3096721,4.54202422
Japan,124997585,2021-01-09,280775,0.2246243397
Russia,145579889,2021-01-09,3379103,2.321133107
Mexico,128613116,2021-01-09,1613065,1.254199455
United States,341534041,2021-01-09,21646487,6.338017416
United Kingdom,68179315,2021-01-10,3144826,4.61258081
United States,341534041,2021-01-10,21938592,6.423544762
Mexico,128613116,2021-01-10,1631666,1.26866221
Japan,124997585,2021-01-10,286752,0.2294060321
China,1425179562,2021-01-10,97652,0.006851908532
Russia,145579889,2021-01-10,3401954,2.336829643
India,1425423209,2021-01-10,10450284,0.7331355301
Japan,124997585,2021-01-11,292212,0.2337741165
United Kingdom,68179315,2021-01-11,3184861,4.671300966
United States,341534041,2021-01-11,22194886,6.498586769
China,1425179562,2021-01-11,97754,0.006859065525
India,1425423209,2021-01-11,10466595,0.7342798219
Russia,145579889,2021-01-11,3425269,2.352844904
Mexico,128613116,2021-01-11,1641508,1.276314618
Japan,124997585,2021-01-12,297315,0.2378565954
India,1425423209,2021-01-12,10479179,0.7351626474
United States,341534041,2021-01-12,22419370,6.564314917
Mexico,128613116,2021-01-12,1647171,1.280717746
United Kingdom,68179315,2021-01-12,3222035,4.725824834
Russia,145579889,2021-01-12,3448203,2.368598454
China,1425179562,2021-01-12,97933,0.006871625345
United States,341534041,2021-01-13,22623492,6.624081141
India,1425423209,2021-01-13,10495147,0.7362828761
Russia,145579889,2021-01-13,3471053,2.384294303
Mexico,128613116,2021-01-13,1668215,1.297079996
China,1425179562,2021-01-13,98117,0.006884535999
Japan,124997585,2021-01-13,302623,0.2421030774
United Kingdom,68179315,2021-01-13,3280627,4.811762923
Mexico,128613116,2021-01-14,1687718,1.312244079
United States,341534041,2021-01-14,22841268,6.68784521
India,1425423209,2021-01-14,10512093,0.737471716
United Kingdom,68179315,2021-01-14,3331274,4.886047916
Russia,145579889,2021-01-14,3495816,2.401304208
China,1425179562,2021-01-14,98290,0.006896674821
Japan,124997585,2021-01-14,309214,0.2473759793
Japan,124997585,2021-01-15,315910,0.2527328828
United States,341534041,2021-01-15,23067646,6.754127914
China,1425179562,2021-01-15,98459,0.006908532975
Russia,145579889,2021-01-15,3520531,2.41828114
India,1425423209,2021-01-15,10527683,0.7385654263
Mexico,128613116,2021-01-15,1706369,1.326745711
United Kingdom,68179315,2021-01-15,3377783,4.954263621
Mexico,128613116,2021-01-16,1724740,1.341029635
India,1425423209,2021-01-16,10542841,0.7396288298
Japan,124997585,2021-01-16,322296,0.2578417815
United Kingdom,68179315,2021-01-16,3421255,5.018024895
United States,341534041,2021-01-16,23291229,6.819592253
China,1425179562,2021-01-16,98625,0.006920180631
Russia,145579889,2021-01-16,3544623,2.43483013
Russia,145579889,2021-01-17,3568209,2.451031543
China,1425179562,2021-01-17,98794,0.006932038785
Mexico,128613116,2021-01-17,1742254,1.35464722
India,1425423209,2021-01-17,10557985,0.7406912511
Japan,124997585,2021-01-17,328294,0.2626402742
United Kingdom,68179315,2021-01-17,3462707,5.078823394
United States,341534041,2021-01-17,23528547,6.889078152
Mexico,128613116,2021-01-18,1751695,1.36198784
China,1425179562,2021-01-18,99026,0.006948317436
Japan,124997585,2021-01-18,334328,0.2674675675
United States,341534041,2021-01-18,23738058,6.950422257
United Kingdom,68179315,2021-01-18,3493957,5.12465841
India,1425423209,2021-01-18,10571773,0.7416585428
Russia,145579889,2021-01-18,3591066,2.466732201
Mexico,128613116,2021-01-19,1757024,1.366131274
Japan,124997585,2021-01-19,339774,0.2718244516
United States,341534041,2021-01-19,23924641,7.005053121
India,1425423209,2021-01-19,10581837,0.7423645787
United Kingdom,68179315,2021-01-19,3523549,5.168061603
Russia,145579889,2021-01-19,3612800,2.481661461
China,1425179562,2021-01-19,99191,0.006959894924
China,1425179562,2021-01-20,99414,0.006975542076
United States,341534041,2021-01-20,24078846,7.050203818
Japan,124997585,2021-01-20,345221,0.2761821358
Mexico,128613116,2021-01-20,1776699,1.381429092
United Kingdom,68179315,2021-01-20,3569506,5.235467678
Russia,145579889,2021-01-20,3633952,2.49619094
India,1425423209,2021-01-20,10595660,0.7433343258
Russia,145579889,2021-01-21,3655839,2.511225297
China,1425179562,2021-01-21,99589,0.00698782123
Mexico,128613116,2021-01-21,1795745,1.396237846
India,1425423209,2021-01-21,10610883,0.7444022893
Japan,124997585,2021-01-21,351020,0.2808214255
United Kingdom,68179315,2021-01-21,3610031,5.294906527
United States,341534041,2021-01-21,24229079,7.094191527
Russia,145579889,2021-01-22,3677352,2.52600275
India,1425423209,2021-01-22,10625428,0.745422688
China,1425179562,2021-01-22,99767,0.007000310884
Mexico,128613116,2021-01-22,1813223,1.409827439
Japan,124997585,2021-01-22,356074,0.2848647036
United Kingdom,68179315,2021-01-22,3646017,5.347687931
United States,341534041,2021-01-22,24417345,7.149315169
Japan,124997585,2021-01-23,360661,0.2885343745
United Kingdom,68179315,2021-01-23,3678519,5.395359282
India,1425423209,2021-01-23,10639684,0.746422812
China,1425179562,2021-01-23,99931,0.007011818206
United States,341534041,2021-01-23,24604989,7.204256691
Russia,145579889,2021-01-23,3698273,2.540373554
Mexico,128613116,2021-01-23,1830148,1.422987061
Russia,145579889,2021-01-24,3719400,2.554885861
Japan,124997585,2021-01-24,364813,0.2918560387
United States,341534041,2021-01-24,24794408,7.259717927
Mexico,128613116,2021-01-24,1846628,1.435800685
China,1425179562,2021-01-24,100136,0.007026202359
United Kingdom,68179315,2021-01-24,3708849,5.439844915
India,1425423209,2021-01-24,10654533,0.7474645377
United States,341534041,2021-01-25,24959920,7.308179275
Mexico,128613116,2021-01-25,1855431,1.442645243
Japan,124997585,2021-01-25,368143,0.2945200901
China,1425179562,2021-01-25,100291,0.007037078181
Russia,145579889,2021-01-25,3738690,2.568136317
United Kingdom,68179315,2021-01-25,3731193,5.472617318
India,1425423209,2021-01-25,10667736,0.748390789
China,1425179562,2021-01-26,100431,0.007046901505
United States,341534041,2021-01-26,25101474,7.349625802
United Kingdom,68179315,2021-01-26,3748747,5.49836413
Mexico,128613116,2021-01-26,1860180,1.446337713
Russia,145579889,2021-01-26,3756931,2.580666207
India,1425423209,2021-01-26,10676838,0.7490293362
Japan,124997585,2021-01-26,371680,0.2973497448
United States,341534041,2021-01-27,25237065,7.389326383
India,1425423209,2021-01-27,10689527,0.7499195279
China,1425179562,2021-01-27,100548,0.007055110997
United Kingdom,68179315,2021-01-27,3779484,5.543446718
Mexico,128613116,2021-01-27,1878376,1.46048557
Japan,124997585,2021-01-27,375607,0.3004914055
Russia,145579889,2021-01-27,3774672,2.592852643
India,1425423209,2021-01-28,10701193,0.7507379515
China,1425179562,2021-01-28,100641,0.00706163649
United Kingdom,68179315,2021-01-28,3807214,5.584118878
Mexico,128613116,2021-01-28,1895439,1.47375249
Russia,145579889,2021-01-28,3793810,2.60599869
Japan,124997585,2021-01-28,379516,0.3036186659
United States,341534041,2021-01-28,25383008,7.432057995
India,1425423209,2021-01-29,10720048,0.7520607166
United States,341534041,2021-01-29,25541973,7.478602404
United Kingdom,68179315,2021-01-29,3833517,5.622698028
Russia,145579889,2021-01-29,3813048,2.619213427
Mexico,128613116,2021-01-29,1910358,1.485352396
Japan,124997585,2021-01-29,383083,0.306472321
China,1425179562,2021-01-29,100747,0.007069074149
United States,341534041,2021-01-30,25698795,7.524519349
United Kingdom,68179315,2021-01-30,3858290,5.659033095
India,1425423209,2021-01-30,10733131,0.7529785493
Russia,145579889,2021-01-30,3832080,2.632286662
China,1425179562,2021-01-30,100877,0.007078195807
Japan,124997585,2021-01-30,386742,0.3093995776
Mexico,128613116,2021-01-30,1924384,1.496257971
China,1425179562,2021-01-31,100974,0.007085001967
Mexico,128613116,2021-01-31,1936751,1.505873631
Russia,145579889,2021-01-31,3850439,2.644897607
United States,341534041,2021-01-31,25863033,7.572607675
Japan,124997585,2021-01-31,389518,0.3116204205
India,1425423209,2021-01-31,10746183,0.7538942071
United Kingdom,68179315,2021-01-31,3880724,5.691937503
Russia,145579889,2021-02-01,3868087,2.65702016
India,1425423209,2021-02-01,10757610,0.7546958638
Mexico,128613116,2021-02-01,1943563,1.511170136
Japan,124997585,2021-02-01,391626,0.3133068531
United Kingdom,68179315,2021-02-01,3897891,5.717116694
China,1425179562,2021-02-01,101039,0.007089562796
United States,341534041,2021-02-01,26001856,7.613254575
United States,341534041,2021-02-02,26113794,7.646029638
Japan,124997585,2021-02-02,393836,0.3150748872
Mexico,128613116,2021-02-02,1947272,1.514053979
Russia,145579889,2021-02-02,3884730,2.668452371
India,1425423209,2021-02-02,10766245,0.7553016488
United Kingdom,68179315,2021-02-02,3913674,5.740265944
China,1425179562,2021-02-02,101092,0.007093281625
United States,341534041,2021-02-03,26242837,7.683812988
United Kingdom,68179315,2021-02-03,3936646,5.773959448
China,1425179562,2021-02-03,101143,0.007096860122
Japan,124997585,2021-02-03,396429,0.3171493273
India,1425423209,2021-02-03,10777284,0.7560760855
Russia,145579889,2021-02-03,3901204,2.679768495
Mexico,128613116,2021-02-03,1951994,1.517725455
United States,341534041,2021-02-04,26364167,7.719337997
Mexico,128613116,2021-02-04,1965441,1.528180843
Russia,145579889,2021-02-04,3917918,2.691249476
India,1425423209,2021-02-04,10790183,0.7569810097
Japan,124997585,2021-02-04,399048,0.3192445678
China,1425179562,2021-02-04,101187,0.007099947452
United Kingdom,68179315,2021-02-04,3956911,5.803682539
Mexico,128613116,2021-02-05,1977314,1.537412405
United Kingdom,68179315,2021-02-05,3976825,5.832890812
Japan,124997585,2021-02-05,401355,0.3210902035
Russia,145579889,2021-02-05,3934606,2.702712598
India,1425423209,2021-02-05,10802591,0.757851488
United States,341534041,2021-02-05,26472836,7.751155909
China,1425179562,2021-02-05,101241,0.007103736448
Russia,145579889,2021-02-06,3951233,2.714133818
India,1425423209,2021-02-06,10814304,0.7586732089
China,1425179562,2021-02-06,101272,0.007105911613
Japan,124997585,2021-02-06,403435,0.3227542356
United States,341534041,2021-02-06,26595456,7.787058626
Mexico,128613116,2021-02-06,1988149,1.545836896
United Kingdom,68179315,2021-02-06,3995318,5.860014874
Mexico,128613116,2021-02-07,1998349,1.553767658
China,1425179562,2021-02-07,101316,0.007108998943
Japan,124997585,2021-02-07,404990,0.3239982596
United States,341534041,2021-02-07,26720283,7.823607545
India,1425423209,2021-02-07,10826363,0.7595192033
Russia,145579889,2021-02-07,3967281,2.725157319
United Kingdom,68179315,2021-02-07,4011625,5.883932685
India,1425423209,2021-02-08,10838194,0.7603492024
Japan,124997585,2021-02-08,406766,0.3254190871
United States,341534041,2021-02-08,26830463,7.855867872
Russia,145579889,2021-02-08,3983197,2.736090148
China,1425179562,2021-02-08,101363,0.007112296773
United Kingdom,68179315,2021-02-08,4023945,5.902002682
Mexico,128613116,2021-02-08,2003694,1.557923532
China,1425179562,2021-02-09,101408,0.00711545427
Russia,145579889,2021-02-09,3998216,2.74640682
United States,341534041,2021-02-09,26923394,7.883077752
United Kingdom,68179315,2021-02-09,4035609,5.91911051
India,1425423209,2021-02-09,10847304,0.7609883108
Japan,124997585,2021-02-09,408186,0.326555109
Mexico,128613116,2021-02-09,2006456,1.560071058
United Kingdom,68179315,2021-02-10,4051803,5.942862582
Japan,124997585,2021-02-10,410012,0.3280159373
Mexico,128613116,2021-02-10,2018127,1.569145561
Russia,145579889,2021-02-10,4012710,2.756362865
United States,341534041,2021-02-10,27004120,7.906714048
India,1425423209,2021-02-10,10858371,0.7617647118
China,1425179562,2021-02-10,101429,0.007116927769
Mexico,128613116,2021-02-11,2027450,1.576394432
United Kingdom,68179315,2021-02-11,4066028,5.963726682
India,1425423209,2021-02-11,10871294,0.7626713197
Japan,124997585,2021-02-11,411751,0.3294071641
China,1425179562,2021-02-11,101463,0.007119313433
Russia,145579889,2021-02-11,4027748,2.766692589
United States,341534041,2021-02-11,27095537,7.933480634
India,1425423209,2021-02-12,10880603,0.7633243889
Mexico,128613116,2021-02-12,2035982,1.583028282
United Kingdom,68179315,2021-02-12,4079927,5.98411263
Japan,124997585,2021-02-12,413154,0.3305295858
United States,341534041,2021-02-12,27193876,7.962273957
China,1425179562,2021-02-12,101496,0.007121628931
Russia,145579889,2021-02-12,4042837,2.777057345
India,1425423209,2021-02-13,10892746,0.7641762763
Mexico,128613116,2021-02-13,2043818,1.589120973
China,1425179562,2021-02-13,101515,0.007122962096
Russia,145579889,2021-02-13,4057698,2.787265486
United Kingdom,68179315,2021-02-13,4093066,6.003383871
Japan,124997585,2021-02-13,414472,0.3315840062
United States,341534041,2021-02-13,27293424,7.991421271
Mexico,128613116,2021-02-14,2051541,1.595125803
China,1425179562,2021-02-14,101536,0.007124435594
India,1425423209,2021-02-14,10904940,0.7650317415
United Kingdom,68179315,2021-02-14,4105639,6.021824948
Russia,145579889,2021-02-14,4071883,2.797009276
United States,341534041,2021-02-14,27390855,8.019948735
Japan,124997585,2021-02-14,415782,0.3326320265
Mexico,128613116,2021-02-15,2055542,1.598236684
India,1425423209,2021-02-15,10916589,0.7658489725
China,1425179562,2021-02-15,101561,0.007126189759
Japan,124997585,2021-02-15,417765,0.3342184571
Russia,145579889,2021-02-15,4086090,2.806768179
United States,341534041,2021-02-15,27476076,8.044901152
United Kingdom,68179315,2021-02-15,4114674,6.035076768
Mexico,128613116,2021-02-16,2057714,1.599925469
India,1425423209,2021-02-16,10925710,0.7664888526
United Kingdom,68179315,2021-02-16,4123669,6.048269919
Japan,124997585,2021-02-16,419015,0.3352184764
Russia,145579889,2021-02-16,4099323,2.815858034
China,1425179562,2021-02-16,101576,0.007127242258
United States,341534041,2021-02-16,27543489,8.064639448
India,1425423209,2021-02-17,10937320,0.7673033476
Japan,124997585,2021-02-17,420408,0.336332898
Russia,145579889,2021-02-17,4112151,2.82466969
United States,341534041,2021-02-17,27601555,8.081640975
Mexico,128613116,2021-02-17,2066056,1.606411589
China,1425179562,2021-02-17,101604,0.007129206923
United Kingdom,68179315,2021-02-17,4138404,6.069882046
Mexico,128613116,2021-02-18,2073858,1.612477844
India,1425423209,2021-02-18,10950201,0.768207009
Russia,145579889,2021-02-18,4125598,2.833906543
United Kingdom,68179315,2021-02-18,4151343,6.088859942
United States,341534041,2021-02-18,27658426,8.098292609
Japan,124997585,2021-02-18,421967,0.337580122
China,1425179562,2021-02-18,101624,0.007130610255
China,1425179562,2021-02-19,101646,0.00713215392
Mexico,128613116,2021-02-19,2080896,1.61795007
Japan,124997585,2021-02-19,423311,0.3386553428
United States,341534041,2021-02-19,27722196,8.116964247
Russia,145579889,2021-02-19,4139031,2.843133779
India,1425423209,2021-02-19,10963394,0.7691325587
United Kingdom,68179315,2021-02-19,4163285,6.106375519
China,1425179562,2021-02-20,101669,0.007133767752
United Kingdom,68179315,2021-02-20,4175078,6.123672554
Mexico,128613116,2021-02-20,2087878,1.623378754
India,1425423209,2021-02-20,10977387,0.7701142321
Russia,145579889,2021-02-20,4151984,2.852031299
United States,341534041,2021-02-20,27790764,8.137040723
Japan,124997585,2021-02-20,424507,0.3396121613
United Kingdom,68179315,2021-02-21,4185806,6.139407531
Mexico,128613116,2021-02-21,2094677,1.628665151
Russia,145579889,2021-02-21,4164726,2.860783882
India,1425423209,2021-02-21,10991651,0.7711149174
China,1425179562,2021-02-21,101700,0.007135942916
United States,341534041,2021-02-21,27864340,8.158583525
Japan,124997585,2021-02-21,425597,0.3404841782
United Kingdom,68179315,2021-02-22,4194119,6.151600379
